model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,wetmodel,wetviewmodel,productionLevel
head_c_bui_sas_woodland_lmg_mp,head,21,21,0,,head_c_bui_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop2
head_c_bui_sas_woodland_shotgun_mp,head,21,21,0,,head_c_bui_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop2
head_c_bui_sas_woodland_smg_mp,head,21,21,0,,head_c_bui_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop2
head_c_bui_sas_woodland_sniper_mp,head,21,21,0,,head_c_bui_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop2
head_c_bui_spetsnaz_urban_sniper_mp,head,21,21,0,,head_c_bui_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop2
head_c_bui_spetsnaz_woodland_lmg_mp,head,21,21,0,,head_c_bui_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop2
head_c_bui_spetsnaz_woodland_lmg_mp,head,21,21,0,,head_c_bui_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop2
head_c_bui_spetsnaz_woodland_shotgun_mp,head,21,21,0,,head_c_bui_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop2
head_c_bui_spetsnaz_woodland_shotgun_mp,head,21,21,0,,head_c_bui_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop2
head_c_bui_spetsnaz_woodland_smg_mp,head,21,21,0,,head_c_bui_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop2
head_c_bui_spetsnaz_woodland_smg_mp,head,21,21,0,,head_c_bui_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop2
head_c_bui_spetsnaz_woodland_sniper_mp,head,21,21,0,,head_c_bui_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop2
head_c_bui_usmc_desert_lmg_mp,head,21,21,0,,head_c_bui_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop2
head_c_bui_usmc_desert_shotgun_mp,head,21,21,0,,head_c_bui_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop2
head_c_bui_usmc_desert_smg_mp,head,21,21,0,,head_c_bui_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop2
head_c_bui_usmc_desert_sniper_mp,head,21,21,0,,head_c_bui_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop2
head_k_alai_sas_ct_assault_mp,head,22,22,0,,head_k_alai_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop2
head_k_alai_sas_woodland_assault_mp,head,22,22,0,,head_k_alai_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_assault_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_assault_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop2
head_k_alai_usmc_desert_assault_mp,head,22,22,0,,head_k_alai_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop2
head_k_alai_arab_desert_assault_mp,head,22,22,0,,head_k_alai_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop2
head_k_alai_arab_desert_lmg_mp,head,22,22,0,,head_k_alai_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop2
head_k_alai_arab_desert_shotgun_mp,head,22,22,0,,head_k_alai_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop2
head_k_alai_arab_desert_smg_mp,head,22,22,0,,head_k_alai_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop2
head_k_alai_arab_desert_sniper_mp,head,22,22,0,,head_k_alai_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop2
head_k_alai_sas_ct_lmg_mp,head,22,22,0,,head_k_alai_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop2
head_k_alai_sas_ct_shotgun_mp,head,22,22,0,,head_k_alai_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop2
head_k_alai_sas_ct_smg_mp,head,22,22,0,,head_k_alai_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop2
head_k_alai_sas_ct_sniper_mp,head,22,22,0,,head_k_alai_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop2
head_k_alai_sas_woodland_lmg_mp,head,22,22,0,,head_k_alai_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop2
head_k_alai_sas_woodland_shotgun_mp,head,22,22,0,,head_k_alai_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop2
head_k_alai_sas_woodland_smg_mp,head,22,22,0,,head_k_alai_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop2
head_k_alai_sas_woodland_sniper_mp,head,22,22,0,,head_k_alai_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop2
head_k_alai_spetsnaz_urban_sniper_mp,head,22,22,0,,head_k_alai_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_lmg_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_lmg_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_shotgun_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_shotgun_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_smg_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_smg_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop2
head_k_alai_spetsnaz_woodland_sniper_mp,head,22,22,0,,head_k_alai_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop2
head_k_alai_usmc_desert_lmg_mp,head,22,22,0,,head_k_alai_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop2
head_k_alai_usmc_desert_shotgun_mp,head,22,22,0,,head_k_alai_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop2
head_k_alai_usmc_desert_smg_mp,head,22,22,0,,head_k_alai_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop2
head_k_alai_usmc_desert_sniper_mp,head,22,22,0,,head_k_alai_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop2
head_d_kya_sas_ct_assault_mp,head,23,23,0,,head_d_kya_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop2
head_d_kya_sas_woodland_assault_mp,head,23,23,0,,head_d_kya_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_assault_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_assault_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop2
head_d_kya_usmc_desert_assault_mp,head,23,23,0,,head_d_kya_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop2
head_d_kya_arab_desert_assault_mp,head,23,23,0,,head_d_kya_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop2
head_d_kya_arab_desert_lmg_mp,head,23,23,0,,head_d_kya_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop2
head_d_kya_arab_desert_shotgun_mp,head,23,23,0,,head_d_kya_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop2
head_d_kya_arab_desert_smg_mp,head,23,23,0,,head_d_kya_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop2
head_d_kya_arab_desert_sniper_mp,head,23,23,0,,head_d_kya_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop2
head_d_kya_sas_ct_lmg_mp,head,23,23,0,,head_d_kya_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop2
head_d_kya_sas_ct_shotgun_mp,head,23,23,0,,head_d_kya_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop2
head_d_kya_sas_ct_smg_mp,head,23,23,0,,head_d_kya_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop2
head_d_kya_sas_ct_sniper_mp,head,23,23,0,,head_d_kya_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop2
head_d_kya_sas_woodland_lmg_mp,head,23,23,0,,head_d_kya_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop2
head_d_kya_sas_woodland_shotgun_mp,head,23,23,0,,head_d_kya_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop2
head_d_kya_sas_woodland_smg_mp,head,23,23,0,,head_d_kya_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop2
head_d_kya_sas_woodland_sniper_mp,head,23,23,0,,head_d_kya_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop2
head_d_kya_spetsnaz_urban_sniper_mp,head,23,23,0,,head_d_kya_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_lmg_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_lmg_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_shotgun_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_shotgun_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_smg_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_smg_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop2
head_d_kya_spetsnaz_woodland_sniper_mp,head,23,23,0,,head_d_kya_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop2
head_d_kya_usmc_desert_lmg_mp,head,23,23,0,,head_d_kya_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop2
head_d_kya_usmc_desert_shotgun_mp,head,23,23,0,,head_d_kya_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop2
head_d_kya_usmc_desert_smg_mp,head,23,23,0,,head_d_kya_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop2
head_d_kya_usmc_desert_sniper_mp,head,23,23,0,,head_d_kya_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop2
head_b_nabipour_sas_ct_assault_mp,head,24,24,0,,head_b_nabipour_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop2
head_b_nabipour_sas_woodland_assault_mp,head,24,24,0,,head_b_nabipour_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_assault_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_assault_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop2
head_b_nabipour_usmc_desert_assault_mp,head,24,24,0,,head_b_nabipour_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop2
head_b_nabipour_arab_desert_assault_mp,head,24,24,0,,head_b_nabipour_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop2
head_b_nabipour_arab_desert_lmg_mp,head,24,24,0,,head_b_nabipour_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop2
head_b_nabipour_arab_desert_shotgun_mp,head,24,24,0,,head_b_nabipour_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop2
head_b_nabipour_arab_desert_smg_mp,head,24,24,0,,head_b_nabipour_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop2
head_b_nabipour_arab_desert_sniper_mp,head,24,24,0,,head_b_nabipour_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop2
head_b_nabipour_sas_ct_lmg_mp,head,24,24,0,,head_b_nabipour_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop2
head_b_nabipour_sas_ct_shotgun_mp,head,24,24,0,,head_b_nabipour_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop2
head_b_nabipour_sas_ct_smg_mp,head,24,24,0,,head_b_nabipour_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop2
head_b_nabipour_sas_ct_sniper_mp,head,24,24,0,,head_b_nabipour_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop2
head_b_nabipour_sas_woodland_lmg_mp,head,24,24,0,,head_b_nabipour_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop2
head_b_nabipour_sas_woodland_shotgun_mp,head,24,24,0,,head_b_nabipour_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop2
head_b_nabipour_sas_woodland_smg_mp,head,24,24,0,,head_b_nabipour_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop2
head_b_nabipour_sas_woodland_sniper_mp,head,24,24,0,,head_b_nabipour_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_urban_sniper_mp,head,24,24,0,,head_b_nabipour_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_lmg_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_lmg_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_shotgun_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_shotgun_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_smg_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_smg_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop2
head_b_nabipour_spetsnaz_woodland_sniper_mp,head,24,24,0,,head_b_nabipour_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop2
head_b_nabipour_usmc_desert_lmg_mp,head,24,24,0,,head_b_nabipour_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop2
head_b_nabipour_usmc_desert_shotgun_mp,head,24,24,0,,head_b_nabipour_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop2
head_b_nabipour_usmc_desert_smg_mp,head,24,24,0,,head_b_nabipour_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop2
head_b_nabipour_usmc_desert_sniper_mp,head,24,24,0,,head_b_nabipour_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop2
head_r_thompson_sas_ct_assault_mp,head,25,25,0,,head_r_thompson_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop3
head_r_thompson_sas_woodland_assault_mp,head,25,25,0,,head_r_thompson_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_assault_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_assault_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop3
head_r_thompson_usmc_desert_assault_mp,head,25,25,0,,head_r_thompson_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop3
head_r_thompson_arab_desert_assault_mp,head,25,25,0,,head_r_thompson_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop3
head_r_thompson_arab_desert_lmg_mp,head,25,25,0,,head_r_thompson_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop3
head_r_thompson_arab_desert_shotgun_mp,head,25,25,0,,head_r_thompson_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop3
head_r_thompson_arab_desert_smg_mp,head,25,25,0,,head_r_thompson_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop3
head_r_thompson_arab_desert_sniper_mp,head,25,25,0,,head_r_thompson_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop3
head_r_thompson_sas_ct_lmg_mp,head,25,25,0,,head_r_thompson_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop3
head_r_thompson_sas_ct_shotgun_mp,head,25,25,0,,head_r_thompson_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop3
head_r_thompson_sas_ct_smg_mp,head,25,25,0,,head_r_thompson_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop3
head_r_thompson_sas_ct_sniper_mp,head,25,25,0,,head_r_thompson_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop3
head_r_thompson_sas_woodland_lmg_mp,head,25,25,0,,head_r_thompson_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop3
head_r_thompson_sas_woodland_shotgun_mp,head,25,25,0,,head_r_thompson_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop3
head_r_thompson_sas_woodland_smg_mp,head,25,25,0,,head_r_thompson_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop3
head_r_thompson_sas_woodland_sniper_mp,head,25,25,0,,head_r_thompson_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_urban_sniper_mp,head,25,25,0,,head_r_thompson_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_lmg_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_lmg_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_shotgun_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_shotgun_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_smg_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_smg_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop3
head_r_thompson_spetsnaz_woodland_sniper_mp,head,25,25,0,,head_r_thompson_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop3
head_r_thompson_usmc_desert_lmg_mp,head,25,25,0,,head_r_thompson_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop3
head_r_thompson_usmc_desert_shotgun_mp,head,25,25,0,,head_r_thompson_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop3
head_r_thompson_usmc_desert_smg_mp,head,25,25,0,,head_r_thompson_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop3
head_r_thompson_usmc_desert_sniper_mp,head,25,25,0,,head_r_thompson_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop3
head_htm_cambo_sas_ct_assault_mp,head,26,26,0,,head_htm_cambo_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop2
head_htm_cambo_sas_woodland_assault_mp,head,26,26,0,,head_htm_cambo_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_assault_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_assault_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,LootDrop2
head_htm_cambo_usmc_desert_assault_mp,head,26,26,0,,head_htm_cambo_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,LootDrop2
head_htm_cambo_arab_desert_assault_mp,head,26,26,0,,head_htm_cambo_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,LootDrop2
head_htm_cambo_arab_desert_lmg_mp,head,26,26,0,,head_htm_cambo_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,LootDrop2
head_htm_cambo_arab_desert_shotgun_mp,head,26,26,0,,head_htm_cambo_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,LootDrop2
head_htm_cambo_arab_desert_smg_mp,head,26,26,0,,head_htm_cambo_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,LootDrop2
head_htm_cambo_arab_desert_sniper_mp,head,26,26,0,,head_htm_cambo_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,LootDrop2
head_htm_cambo_sas_ct_lmg_mp,head,26,26,0,,head_htm_cambo_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,LootDrop2
head_htm_cambo_sas_ct_shotgun_mp,head,26,26,0,,head_htm_cambo_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,LootDrop2
head_htm_cambo_sas_ct_smg_mp,head,26,26,0,,head_htm_cambo_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,LootDrop2
head_htm_cambo_sas_ct_sniper_mp,head,26,26,0,,head_htm_cambo_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,LootDrop2
head_htm_cambo_sas_woodland_lmg_mp,head,26,26,0,,head_htm_cambo_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,LootDrop2
head_htm_cambo_sas_woodland_shotgun_mp,head,26,26,0,,head_htm_cambo_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,LootDrop2
head_htm_cambo_sas_woodland_smg_mp,head,26,26,0,,head_htm_cambo_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,LootDrop2
head_htm_cambo_sas_woodland_sniper_mp,head,26,26,0,,head_htm_cambo_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_urban_sniper_mp,head,26,26,0,,head_htm_cambo_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_lmg_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_lmg_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_shotgun_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_shotgun_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_smg_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_smg_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,LootDrop2
head_htm_cambo_spetsnaz_woodland_sniper_mp,head,26,26,0,,head_htm_cambo_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,LootDrop2
head_htm_cambo_usmc_desert_lmg_mp,head,26,26,0,,head_htm_cambo_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,LootDrop2
head_htm_cambo_usmc_desert_shotgun_mp,head,26,26,0,,head_htm_cambo_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,LootDrop2
head_htm_cambo_usmc_desert_smg_mp,head,26,26,0,,head_htm_cambo_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,LootDrop2
head_htm_cambo_usmc_desert_sniper_mp,head,26,26,0,,head_htm_cambo_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,LootDrop2
head_lwm_fiveo_sas_ct_assault_mp,head,27,27,0,,head_lwm_fiveo_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,LootDrop2
